Date,City,PM2.5,PM10,NO,NO2,SO2,CO,O3,AQI,AQI_Bucket,Temp
2024-10-18,New York,104.7,257.9,148.7,85.5,38.2,2.07,145.6,218,Very Unhealthy,-9.234753578194217
2024-10-19,New York,204.7,117.7,102.6,39.1,45.3,2.03,104.5,375,Hazardous,-14.137300680730291
2024-10-20,New York,86.5,288.7,16.2,82.2,51.3,2.68,47.9,53,Moderate,-11.513886999751684
2024-10-21,New York,149.5,302.1,24.5,61.4,19.5,4.38,15.4,240,Very Unhealthy,-9.803396078942919
2024-10-22,New York,119.3,119.7,54,189.6,56.6,3.71,127.5,385,Hazardous,-13.372169909092824
2024-10-23,New York,74.5,237.6,41.6,57.9,64.9,3.64,106,271,Very Unhealthy,-12.022443282919681
2024-10-24,New York,143.2,367.9,41.4,149.8,44.5,1.16,168.4,246,Very Unhealthy,-10.124393315552068
2024-10-25,New York,65.5,289.2,118.6,22.9,73.8,4.03,62.9,252,Very Unhealthy,-13.664809862932316
2024-10-26,New York,140.4,340.9,30.2,80.5,92.9,3.14,88,79,Moderate,-14.841727762063295
2024-10-27,New York,117.4,369.6,91.8,51.3,54.6,4.28,50.9,310,Hazardous,-11.285312309560084
2024-10-28,New York,41.3,132,105.3,177,46.4,1.46,148.5,96,Moderate,-6.5371413811327885
2024-10-29,New York,159.2,267.2,138.8,90.4,72.9,3.41,30.1,375,Hazardous,-12.103125470158712
2024-10-30,New York,141.5,73.9,105,71,30.3,2.75,61.2,329,Hazardous,-13.174139751654547
2024-10-31,New York,45.8,344.3,44.7,88.4,35.5,4.4,31.7,234,Very Unhealthy,-10.550388896077404
2024-11-01,New York,144.3,273.1,6.6,39.7,17.1,0.75,148.7,163,Unhealthy,-7.732276781106363
2024-11-02,New York,112.5,298.7,11.3,129.5,90.6,1.24,43.8,361,Hazardous,-11.969737910526913
2024-11-03,New York,117.5,139.6,29.3,156.2,96.9,1.32,111.1,373,Hazardous,-8.739947372075656
2024-11-04,New York,210,273.7,128.6,181.3,39.2,3.28,161.9,53,Moderate,-10.42226228995047
2024-11-05,New York,182.7,196.3,11.7,125.9,54.2,1.5,43,106,Unhealthy,-13.67307824628778
2024-11-06,New York,119.7,267.1,44.4,129.8,31.7,2.15,138.6,307,Hazardous,-9.736832112415907
2024-11-07,New York,135.1,318.6,133.9,135.8,20.5,3.45,81.4,287,Very Unhealthy,-8.807126718025591
2024-11-08,New York,68.2,362.6,84.4,186.7,85.9,3.11,113.4,282,Very Unhealthy,-9.80366935396557
2024-11-09,New York,28.2,220.4,121.7,198.5,45.2,4.45,158.4,351,Hazardous,-8.97953515303903
2024-11-10,New York,103.9,80.1,143.8,59.1,87.4,4.58,172.7,250,Very Unhealthy,-10.834644489239823
2024-11-11,New York,13.1,122.5,105,65.3,64,1.34,47.4,123,Unhealthy,-10.354808932377756
2024-11-12,New York,218.2,71.1,63.2,183.2,76.4,3.62,170.9,243,Very Unhealthy,-9.097992129889686
2024-11-13,New York,248.2,110.3,145.8,80.9,7.6,1.32,80,273,Very Unhealthy,-6.039456428560399
2024-11-14,New York,180.1,294.8,141.2,147.5,60.8,1.69,148.8,163,Unhealthy,-11.239337806129562
2024-11-15,New York,208.4,258.3,80.2,169.6,9.3,2.65,47.5,133,Unhealthy,-9.965934352830041
2024-11-16,New York,224.1,191.9,24.8,32.2,94.7,2.13,30.1,143,Unhealthy,-8.331726329885678
2024-11-17,New York,139.5,261,95.9,170.5,47.7,2.12,119.8,376,Hazardous,-10.563969640080641
2024-11-18,New York,143.3,221.2,124.3,134.7,19.8,1.27,167.1,352,Hazardous,-10.616794830359167
2024-11-19,New York,76.3,145.4,24.8,11.8,58.7,2.82,126.2,295,Very Unhealthy,-8.360640336527473
2024-11-20,New York,168.2,312.9,91.6,30.5,87.9,2.59,81.4,199,Unhealthy,-8.620363246175607
2024-11-21,New York,68.4,261.3,147.5,91.2,11,1.74,99.2,274,Very Unhealthy,-6.355799533234936
2024-11-22,New York,79.2,314.3,38.4,167.4,95.9,1.89,78.7,358,Hazardous,-8.080163323143983
2024-11-23,New York,181.8,88,65.5,73.7,86.8,1.89,71,275,Very Unhealthy,-10.085923488681033
2024-11-24,New York,184.6,170.6,19.5,66,54.6,4.04,111,172,Unhealthy,-2.05580113727991
2024-11-25,New York,51.5,385.8,45.4,182.3,84.6,1.87,14.9,99,Moderate,-7.775363361039776
2024-11-26,New York,83.5,163.4,81.9,87.3,73.5,1.9,99.3,104,Unhealthy,-1.8478073669405566
2024-11-27,New York,98.8,49.5,50.5,117.9,99.8,2.46,79,278,Very Unhealthy,-8.326133049872142
2024-11-28,New York,28.7,221.1,92.1,57.2,74.3,3.93,62.8,374,Hazardous,-5.202663030861633
2024-11-29,New York,181.2,380.9,148.1,35.5,52.5,2.81,158.8,387,Hazardous,-7.39622937090712
2024-11-30,New York,142.2,345.3,93.3,47.4,88.9,3.94,138.1,211,Very Unhealthy,-3.792011567199297
2024-12-01,New York,42.6,228.8,26.1,110.7,23.2,3.84,49.7,184,Unhealthy,-6.994884196749582
2024-12-02,New York,243.8,272.7,107.1,191.6,23.5,1.99,63.5,361,Hazardous,-5.594963769961006
2024-12-03,New York,144.9,210.2,103.5,89.8,11.1,3.11,175.6,358,Hazardous,-4.296458849246237
2024-12-04,New York,199.2,371.1,51.8,169.5,82.4,4.65,58.6,88,Moderate,-5.862167682713174
2024-12-05,New York,213.7,54.9,66.4,25.1,71.6,3.5,135.1,125,Unhealthy,-6.436003480384985
2024-12-06,New York,220.7,208.8,49.1,152.5,9.2,2.8,77.9,274,Very Unhealthy,-5.2268051410138545
2024-12-07,New York,202.1,317.2,125.8,60.6,92.4,1.27,79,59,Moderate,-8.344313186717237
2024-12-08,New York,163.6,350.5,91.1,110.6,98.2,1.66,48,182,Unhealthy,-4.844236999240144
2024-12-09,New York,160.9,362.6,122,18.6,82.5,2.63,169.3,127,Unhealthy,-5.287958461558754
2024-12-10,New York,75.1,328.3,47.6,156.2,32,2.88,105.4,391,Hazardous,-4.006295614658445
2024-12-11,New York,17.2,78.4,25.5,183,47.8,3.02,163.4,60,Moderate,-7.086457557791682
2024-12-12,New York,110.8,297.3,133.9,151.7,40.7,1.22,88.4,367,Hazardous,-2.4167756059256567
2024-12-13,New York,95.3,308.6,6.2,28.5,10.7,1.01,75.1,136,Unhealthy,-3.5885640373663317
2024-12-14,New York,104.2,271.1,87.5,189.7,62.2,3.84,75.2,299,Very Unhealthy,-5.413080806054393
2024-12-15,New York,51.3,365.1,145.3,43.9,36.1,1.51,134.3,127,Unhealthy,-0.5130946157140928
2024-12-16,New York,86.7,168.1,44,162.4,15,1.33,125.4,157,Unhealthy,-3.1439334942197097
2024-12-17,New York,109.3,383.7,147.7,137.5,5.1,1.9,158.5,182,Unhealthy,-6.104691791672329
2024-12-18,New York,192.2,193.5,10.1,89.5,42.7,4.56,15.8,343,Hazardous,0.6376054786793728
2024-12-19,New York,75.3,94.1,42.4,153.2,36.4,2.8,42.8,85,Moderate,-3.4151038661693707
2024-12-20,New York,37.7,244.5,42.7,88.8,54.8,0.59,111.9,318,Hazardous,-1.6688626980074142
2024-12-21,New York,17,79.1,142.5,122.9,41.4,0.56,116,379,Hazardous,1.3917219387127262
2024-12-22,New York,203.6,217.4,147,70.8,39.9,1.1,148.8,76,Moderate,-0.34672472976605184
2024-12-23,New York,125.2,176.9,111.5,132.8,6.8,4.59,91,185,Unhealthy,-1.3205586974520367
2024-12-24,New York,203.5,334.3,46.7,78,98,2.15,147.8,359,Hazardous,-0.7092953238416881
2024-12-25,New York,29,234,64.3,175.7,57.2,3.32,40.9,143,Unhealthy,-2.06795446662668
2024-12-26,New York,37.7,193.5,34.2,87.2,8.5,1.59,177.8,331,Hazardous,0.96411130766182
2024-12-27,New York,41.1,93.1,116.2,96.6,53.8,3.77,175.9,220,Very Unhealthy,-0.20110240161564313
2024-12-28,New York,187.3,199.3,112.8,179,48.5,4.6,54.4,199,Unhealthy,-1.665348495898041
2024-12-29,New York,191.7,108.4,77.3,133.9,53.5,3.58,102.3,376,Hazardous,-1.2773816842315877
2024-12-30,New York,248.2,139.4,102.2,11.9,88.7,2.64,37.8,396,Hazardous,1.0654287312735287
2024-12-31,New York,159.9,349.4,114.1,134.6,9.6,3.13,69,297,Very Unhealthy,-1.687852671476016
2024-01-01,Beijing,79.3,189.1,117.2,55.9,24.1,3.37,116.7,340,Hazardous,-8.527649379236134
2024-01-02,Beijing,58,184.9,92.7,193.5,10,0.53,139,290,Very Unhealthy,-6.038583464376568
2024-01-03,Beijing,202.2,199.6,61.6,95,47.3,3.92,17.8,156,Unhealthy,-0.8170878715039405
2024-01-04,Beijing,184.7,336.7,102.3,137,16.7,2.83,161.8,74,Moderate,-4.810045505227215
2024-01-05,Beijing,62.1,23.9,131,28.9,97.5,3.02,160.8,338,Hazardous,-3.958028117773044
2024-01-06,Beijing,188.6,137.5,68.3,49.3,16.7,2.66,145,247,Very Unhealthy,-4.065410455893074
2024-01-07,Beijing,218,52.7,22.5,190,7.9,4.24,35.1,281,Very Unhealthy,-8.120171825144729
2024-01-08,Beijing,137.1,332.7,94.7,117.9,51.9,0.66,158.3,80,Moderate,0.12077802692429929
2024-01-09,Beijing,153.7,199,74.7,87.4,25,3.51,123.8,201,Very Unhealthy,-0.5040348603413005
2024-01-10,Beijing,235,222.3,139,120.2,45.8,4.03,10.3,373,Hazardous,-1.4326947726283148
2024-01-11,Beijing,238.2,170.3,39.9,35.1,16,3.91,72.5,50,Good,-4.1687314345555215
2024-01-12,Beijing,168.5,192.7,117.6,104.6,31.8,0.82,102.1,351,Hazardous,1.3825905361042028
2024-01-13,Beijing,27.3,63.7,114,45.4,74.9,0.81,11.5,167,Unhealthy,0.2795574319849101
2024-01-14,Beijing,208.3,31.8,103.1,55.7,31.6,2.14,79.4,285,Very Unhealthy,0.5449029154606169
2024-01-15,Beijing,125.1,28.8,85,163.6,23.4,1.09,112.4,228,Very Unhealthy,1.206396291011048
2024-01-16,Beijing,103.9,49.5,91.7,138.9,13.7,0.75,49.3,301,Hazardous,0.12377923592757822
2024-01-17,Beijing,81.8,157.4,130.6,194.1,69.6,0.56,33,318,Hazardous,1.5101342831700544
2024-01-18,Beijing,68.6,309.3,76.8,36.3,29.2,1.87,151.4,115,Unhealthy,0.6753950589695725
2024-01-19,Beijing,111.2,302.4,147.1,95.6,29.6,2.3,149.7,273,Very Unhealthy,2.9754964571504234
2024-01-20,Beijing,235.1,57.1,15.1,103,19.2,4.31,66,131,Unhealthy,2.3257490530819322
2024-01-21,Beijing,73.5,385.5,85.6,113.1,46.7,4.66,11.2,256,Very Unhealthy,2.6942585610976684
2024-01-22,Beijing,146.5,74.4,32.5,96.7,68.2,2.68,47.7,380,Hazardous,3.0844173173361042
2024-01-23,Beijing,58.5,204.2,48,42.6,81.4,1.24,86.1,377,Hazardous,1.2723742110503602
2024-01-24,Beijing,56.3,234.7,126.9,145.8,93,2.18,99.3,86,Moderate,3.498699165709573
2024-01-25,Beijing,182.5,374.3,34.7,182.1,57.7,3.31,34.8,218,Very Unhealthy,4.631915397964136
2024-01-26,Beijing,85.2,331.6,89.5,65.2,67.9,4.57,103.7,259,Very Unhealthy,3.584048329784302
2024-01-27,Beijing,43.2,222.6,62.5,155.4,7.5,3.52,157.9,101,Unhealthy,1.1970919612503168
2024-01-28,Beijing,23.9,166.1,49.3,186.6,91,4.64,171.7,155,Unhealthy,2.2722216682484637
2024-01-29,Beijing,233.5,227.5,73.5,11.9,33.1,3.17,49.7,158,Unhealthy,2.3330542034466504
2024-01-30,Beijing,146.4,322.8,112.8,105.1,35.1,2.19,45.7,220,Very Unhealthy,5.715555982325657
2024-01-31,Beijing,38.3,258.4,146.6,59.3,77.4,2.25,150.3,199,Unhealthy,4.974939392048214
2024-02-01,Beijing,145.6,59.5,27.7,97.8,13.5,1.53,162.2,327,Hazardous,3.447431048903037
2024-02-02,Beijing,139.7,93,23.8,87.4,97,1.71,64.4,149,Unhealthy,6.990963220402579
2024-02-03,Beijing,206.7,340,89.2,168.7,84.3,3.59,117.6,282,Very Unhealthy,5.653300263340096
2024-02-04,Beijing,178.7,202.2,24.9,35.4,17.6,1.68,103.8,61,Moderate,5.613836626850032
2024-02-05,Beijing,146.3,315.4,34.3,175.2,16.5,3.57,46.7,391,Hazardous,5.316316362541708
2024-02-06,Beijing,183.1,330.9,54.5,84.5,43.9,2.78,167.8,303,Hazardous,2.407840290365284
2024-02-07,Beijing,190.6,132.8,43.6,127.8,15.5,4.47,136.5,333,Hazardous,11.472659014713354
2024-02-08,Beijing,101.5,106.1,109.6,34.4,49.4,4.56,52.1,325,Hazardous,4.874472219247552
2024-02-09,Beijing,79.1,255.7,105.8,177.5,79,1.11,84.4,219,Very Unhealthy,6.117299636467979
2024-02-10,Beijing,137.6,162.1,120.2,131.7,27,1.46,174.1,131,Unhealthy,5.333667094769938
2024-02-11,Beijing,72.3,356.7,44.8,107.3,41.8,2.73,137.4,53,Moderate,8.310473823982374
2024-02-12,Beijing,209.6,67.7,31.4,130,12.9,2.53,152.5,284,Very Unhealthy,8.157248409198674
2024-02-13,Beijing,107.3,80,72.1,193.3,22.6,3.55,161.8,214,Very Unhealthy,6.6158074651948935
2024-02-14,Beijing,27.4,262.6,84.8,160.3,96.9,2.93,163.1,182,Unhealthy,6.99550521114304
2024-02-15,Beijing,238.9,90.7,95.3,190.3,69.9,1.42,155.6,318,Hazardous,4.267299101444463
2024-02-16,Beijing,62.1,272.5,75,135.7,93.4,4.04,12.1,184,Unhealthy,10.735936808942274
2024-02-17,Beijing,107.4,214.6,23.8,96.6,61.1,0.94,151.5,183,Unhealthy,7.023491190239356
2024-02-18,Beijing,160.2,301.8,133.2,189.5,12.6,2.34,83.6,304,Hazardous,7.765312959043988
2024-02-19,Beijing,160.8,147.9,148.7,137.2,85.3,0.63,34.1,372,Hazardous,9.885997489921571
2024-02-20,Beijing,88.8,62.3,130,76.4,7.8,3.82,22.1,282,Very Unhealthy,7.713125131483851
2024-02-21,Beijing,43.3,172.9,128.6,75.9,82.4,2.67,19.7,266,Very Unhealthy,8.054597758513216
2024-02-22,Beijing,229.5,226.2,59.7,13,42.1,0.8,141.9,148,Unhealthy,5.481279071642467
2024-02-23,Beijing,153.8,301.3,94.5,95.7,18.6,2.68,127.5,212,Very Unhealthy,8.782079990032827
2024-02-24,Beijing,189.9,85.6,80.2,106.9,68.3,3.94,161.2,131,Unhealthy,6.8847972168639835
2024-02-25,Beijing,230.5,242.9,10.4,21.4,63.8,1.97,27.3,104,Unhealthy,11.387534469899238
2024-02-26,Beijing,136.9,209.9,112.7,151,47.6,2.92,55.6,297,Very Unhealthy,9.748736679974114
2024-02-27,Beijing,99.3,375.8,127.2,39.1,81.6,2.61,76.5,60,Moderate,10.22799512409794
2024-02-28,Beijing,25.8,365.9,12.1,75.4,87.7,1.11,61.7,106,Unhealthy,13.62961539643982
2024-02-29,Beijing,215,78.1,134.5,82.3,98.7,0.78,141.7,83,Moderate,5.172083359346862
2024-03-01,Beijing,132.5,136.8,59.8,184.7,43.3,0.54,18.9,134,Unhealthy,10.066861963445911
2024-03-02,Beijing,60.4,285.4,105.9,131.1,38.5,4.03,172.5,361,Hazardous,10.374091977589183
2024-03-03,Beijing,100.2,310,109,174,16.6,2.11,143.5,371,Hazardous,12.479504755767568
2024-03-04,Beijing,59.8,213.8,104,88.4,99.1,3.05,125.9,337,Hazardous,9.106871577233889
2024-03-05,Beijing,120.2,106.2,48.6,143.9,93.9,3.87,167.8,247,Very Unhealthy,10.341696610005984
2024-03-06,Beijing,68,83,48.9,47.5,94.2,1.73,80.9,311,Hazardous,10.095104234755814
2024-03-07,Beijing,38.5,140.1,74,110.3,43.7,3.31,17.6,165,Unhealthy,12.076772001982892
2024-03-08,Beijing,27.4,37.1,12,181,78.4,2.02,155,136,Unhealthy,11.527004117975705
2024-03-09,Beijing,175.8,274.4,76.3,65.2,41.9,2.11,15.9,92,Moderate,12.617757023312706
2024-03-10,Beijing,78.9,303.6,90.4,68.1,8.1,4.04,21.3,277,Very Unhealthy,10.71194354257976
2024-03-11,Beijing,45.9,114.4,39,91.7,42.6,2.84,158.5,317,Hazardous,11.32848933856601
2024-03-12,Beijing,243.4,197.4,144.9,178.5,96.1,2.09,59.6,165,Unhealthy,11.712704619733943
2024-03-13,Beijing,108.5,36.8,28.2,139.3,54.6,3.03,164.9,151,Unhealthy,11.642829248377671
2024-03-14,Beijing,106.4,57.3,88.4,93.2,69,4.92,40.3,370,Hazardous,9.758901713215572
2024-03-15,Beijing,165.7,360.9,66,168.4,6,1.52,119.6,239,Very Unhealthy,15.789600054742472
2024-03-16,Beijing,229.9,253.8,22.8,56,53,4.31,102.9,352,Hazardous,14.988150741167749
2024-03-17,Beijing,62,263.5,57.8,82.9,76.5,2.85,111.3,359,Hazardous,12.185471888668966
2024-03-18,Beijing,141.5,195.2,149.8,32.9,47.9,1.53,60.5,196,Unhealthy,12.633888801380095
2024-03-19,Beijing,182.8,126.3,120.7,54.3,77.6,2.95,55.4,195,Unhealthy,11.163417551542649
2024-03-20,Beijing,105.3,379.1,55.7,140.6,58.4,1.14,36,83,Moderate,13.288157287326335
2024-03-21,Beijing,32.6,28.8,140.9,198.7,74.9,1.56,117.6,347,Hazardous,9.846400301808533
2024-03-22,Beijing,162.4,87.4,108.4,168.1,74.4,3.83,39.7,400,Hazardous,13.78386290040053
2024-03-23,Beijing,10.6,389.1,76.8,142.6,37.3,3.1,65.3,94,Moderate,8.795107245347086
2024-03-24,Beijing,60.5,323.9,122.8,109.7,71.3,2.75,65.1,271,Very Unhealthy,10.786900511472545
2024-03-25,Beijing,173,399.9,100,44.8,56.3,3.3,176.5,64,Moderate,16.80507457838264
2024-03-26,Beijing,217.9,119.1,57.3,196.6,88.5,3.87,83.4,293,Very Unhealthy,12.770453570270874
2024-03-27,Beijing,201.9,241.2,73.4,166.6,12.2,3.65,65.5,270,Very Unhealthy,12.435150988835202
2024-03-28,Beijing,42.4,47.5,91.8,194,40.8,1.24,144.6,177,Unhealthy,12.737936258670928
2024-03-29,Beijing,103,324.9,110.3,109.7,65.8,3.93,10.1,359,Hazardous,11.947229317963561
2024-03-30,Beijing,199.2,354.6,56.6,151.4,7.4,2.92,75.1,310,Hazardous,14.893360840831212
2024-03-31,Beijing,176.3,358.1,90,161.2,24.7,3.47,127.5,155,Unhealthy,12.52485385692132
2024-04-01,Beijing,152.6,24.3,79.9,105.3,65.2,2.63,143.1,293,Very Unhealthy,14.42904045887074
2024-04-02,Beijing,39.7,111.7,91.1,108.9,91.1,3.28,27.7,190,Unhealthy,16.641275863711055
2024-04-03,Beijing,143.2,250.8,133.8,143.9,52.1,4.26,168.8,311,Hazardous,16.085397785855182
2024-04-04,Beijing,117.9,157.8,130.7,100.6,21.8,2.58,145.1,338,Hazardous,12.026969743351222
2024-04-05,Beijing,193.9,289.5,125.5,65.9,76.7,3.2,85.4,250,Very Unhealthy,12.849514780263762
2024-04-06,Beijing,16.3,36,28.4,111.9,6.9,3.53,20.4,164,Unhealthy,14.508927021936488
2024-04-07,Beijing,56.8,269.7,53.1,122,63.9,2.14,133.1,101,Unhealthy,11.286179560901155
2024-04-08,Beijing,221.5,107.7,139.3,135.4,59,0.96,77.6,96,Moderate,10.880953251236567
2024-04-09,Beijing,36.4,123.7,139.1,191.7,19.4,2.2,102.8,57,Moderate,13.437749030817196
2024-04-10,Beijing,242.5,298.6,97.3,61.5,9.9,3.85,120.8,122,Unhealthy,15.537618024486745
2024-04-11,Beijing,102.4,87.7,120,60.3,9,3.09,125.8,294,Very Unhealthy,12.089683437133903
2024-04-12,Beijing,216.1,166.5,87.9,58.7,21.8,1.83,81.7,201,Very Unhealthy,12.959647033607489
2024-04-13,Beijing,223,280.1,10.7,92.7,28.3,1.7,151.3,96,Moderate,9.228644108056839
2024-04-14,Beijing,127.4,177.8,46.7,91.1,80,4.96,14.4,71,Moderate,14.600663746752804
2024-04-15,Beijing,182.3,226,74.7,84.4,21.5,3.17,177.6,353,Hazardous,11.274667773847513
2024-04-16,Beijing,126.8,193,68.1,117.9,97.1,1.74,23,327,Hazardous,13.226267631552775
2024-04-17,Beijing,247.3,68.3,140.2,80.9,51.7,0.86,65.6,120,Unhealthy,10.313505718608504
2024-04-18,Beijing,25.5,31.9,98.6,81.3,42.7,0.51,43.6,301,Hazardous,10.896849076455378
2024-04-19,Beijing,47.8,82.9,5.1,68.3,53.4,2.02,155.2,71,Moderate,16.494670209090437
2024-04-20,Beijing,198.5,323.6,7.8,128.6,84.3,4.62,171.1,330,Hazardous,15.869276881691723
2024-04-21,Beijing,140.1,74.1,48.1,41.3,10.3,4.2,30.2,222,Very Unhealthy,10.306689585384577
2024-04-22,Beijing,110,48.3,44.7,35.7,13,1.74,86.4,379,Hazardous,13.264920347821224
2024-04-23,Beijing,249.7,30.9,125.3,25.6,93.6,2.63,89.3,303,Hazardous,10.069200464513187
2024-04-24,Beijing,71.4,178.6,109.6,24.5,96,3.76,162.8,343,Hazardous,10.703896985280124
2024-04-25,Beijing,131.9,344.5,103.7,141.1,42.7,4.49,29.3,329,Hazardous,13.147889862911526
2024-04-26,Beijing,29,145.6,60.7,194.4,52.3,3.15,107.1,374,Hazardous,10.983937614749408
2024-04-27,Beijing,205.3,188.9,31.9,160.6,43,2.78,163.1,280,Very Unhealthy,14.18307738840791
2024-04-28,Beijing,101.7,177.1,35.7,134.4,25.7,4.39,62.8,177,Unhealthy,13.193154086288155
2024-04-29,Beijing,202.5,153.7,107,141.1,76.1,4.27,65.2,246,Very Unhealthy,7.861976973109864
2024-04-30,Beijing,57.5,372.6,43.1,75.7,67.2,1.32,157.9,357,Hazardous,9.127255433183011
2024-05-01,Beijing,237.1,373.4,37.8,132.4,54.4,3.32,65.9,203,Very Unhealthy,8.696497857167993
2024-05-02,Beijing,93,126.5,91,84.1,24.9,1.03,31.4,81,Moderate,11.96284491349264
2024-05-03,Beijing,135.3,297.1,26.4,33.6,75,1.79,70.6,173,Unhealthy,8.828721845829012
2024-05-04,Beijing,36.8,102.4,12.4,158.9,54.4,4.35,168.2,306,Hazardous,8.092048848318042
2024-05-05,Beijing,222.6,377.3,7,174.9,20.9,4.13,158.8,386,Hazardous,9.32220866015448
2024-05-06,Beijing,239,44.4,122.2,89.2,56.4,1.26,149.4,383,Hazardous,8.026335592305083
2024-05-07,Beijing,19.7,395.7,121.4,133.3,40.9,4.2,13.7,198,Unhealthy,7.986951195723675
2024-05-08,Beijing,128.5,99.9,7.2,119.5,88.5,0.78,117.3,393,Hazardous,11.738314453630046
2024-05-09,Beijing,64.3,141,91.3,179.9,87.6,1.24,142.8,166,Unhealthy,7.083019940796953
2024-05-10,Beijing,216.1,66.3,49.6,85.2,32.1,4.02,131.9,265,Very Unhealthy,5.5588992091744265
2024-05-11,Beijing,137.4,242,92.9,85.3,33.5,3.18,41.6,250,Very Unhealthy,11.135133526727403
2024-05-12,Beijing,11.1,270.2,36.3,68.5,38.6,2.63,108.7,322,Hazardous,11.623552387976487
2024-05-13,Beijing,76.6,398.5,142.4,28.5,49,4.69,80.3,107,Unhealthy,10.964661806327138
2024-05-14,Beijing,88,93.7,20.4,148,57.2,4.95,65.7,99,Moderate,7.134623658614467
2024-05-15,Beijing,151.3,330.3,22.3,179.1,50.5,3.05,81.5,133,Unhealthy,10.284448103158734
2024-05-16,Beijing,69.9,255.4,25.4,115.7,82.4,3.35,72.2,72,Moderate,7.1363879774773835
2024-05-17,Beijing,20.3,394.5,47.5,35,22.3,3.89,158,304,Hazardous,8.104989192792237
2024-05-18,Beijing,36.6,187.9,91.8,181.7,97.2,2.13,56.4,223,Very Unhealthy,5.131370972259022
2024-05-19,Beijing,178.9,295.2,35.3,85.3,65.5,4.6,76.9,86,Moderate,8.535296466460322
2024-05-20,Beijing,235.4,48.8,70.6,34.7,94.6,1.69,161.7,265,Very Unhealthy,3.8581990994141124
2024-05-21,Beijing,84.7,259.5,70.7,180.9,54.4,3.11,149.9,98,Moderate,4.207971747741736
2024-05-22,Beijing,28.8,101.5,60.4,94.8,84,4.79,133.3,207,Very Unhealthy,3.4705272242059073
2024-05-23,Beijing,87.2,369.3,148.2,92.4,97.3,0.7,84.8,324,Hazardous,8.598453398343338
2024-05-24,Beijing,160,328.5,6.5,89.3,7.7,1,87.6,124,Unhealthy,2.307608367198354
2024-05-25,Beijing,115.7,345.3,130.5,69.7,21.7,2.41,91.7,363,Hazardous,6.567581626228493
2024-05-26,Beijing,202.3,330.4,18.4,36.8,83.7,3.79,31.7,89,Moderate,7.1870385007929265
2024-05-27,Beijing,77,178.5,31.4,160.2,64.3,4.08,58.6,74,Moderate,7.959631208471361
2024-05-28,Beijing,147,391.5,69.9,169.8,78.6,3.71,116.3,339,Hazardous,8.771668197849255
2024-05-29,Beijing,20.1,209.8,110.7,46.7,77.8,1.2,127,311,Hazardous,1.7453832575878439
2024-05-30,Beijing,55.8,209.5,32.5,96.9,28.1,1.78,36.7,345,Hazardous,6.34769995700026
2024-05-31,Beijing,184.5,150.5,25.2,58,27.7,2.19,146,303,Hazardous,1.2064354829568251
2024-06-01,Beijing,208.4,45.6,35.9,25.8,32.2,4.72,43.5,203,Very Unhealthy,3.645757489403893
2024-06-02,Beijing,132.6,364.8,29.5,156.1,12.3,1.98,101.7,221,Very Unhealthy,5.392223340589759
2024-06-03,Beijing,146.3,104,128.7,62.6,13.1,1.52,176.5,384,Hazardous,2.0897583987740678
2024-06-04,Beijing,10.3,133.1,112.3,106,58.9,0.54,80.9,191,Unhealthy,3.1801907507367897
2024-06-05,Beijing,44.5,270.2,87.6,35.6,52,2.72,23.8,227,Very Unhealthy,6.280226805714858
2024-06-06,Beijing,217.8,235.3,129,100.7,31.2,4.06,38.9,175,Unhealthy,2.6944808895588643
2024-06-07,Beijing,29.8,389.1,26.5,171.6,55.9,3.43,42.1,343,Hazardous,0.6376922381702106
2024-06-08,Beijing,68.7,59.9,59.7,12.7,53.8,1.23,14.9,389,Hazardous,2.960653235666187
2024-06-09,Beijing,245.6,226.6,51.3,199,8.8,4.95,57.7,138,Unhealthy,-0.10857881986502771
2024-06-10,Beijing,148.6,367.8,9.3,159.9,45.6,0.9,71.9,340,Hazardous,0.8907260935903711
2024-06-11,Beijing,69.7,351.7,61.2,57.5,10.4,3.79,56.9,305,Hazardous,2.601677398075605
2024-06-12,Beijing,157.6,363.7,107.9,150.7,41.7,1.56,30.3,324,Hazardous,-1.0318597521431452
2024-06-13,Beijing,17.6,315.9,41,98,59.1,4.81,32.1,311,Hazardous,3.1735092940075686
2024-06-14,Beijing,45.1,83.5,98.9,16.7,17.7,1.84,158.3,221,Very Unhealthy,2.178976837590382
2024-06-15,Beijing,178.7,66.1,29.3,125.9,19.5,1.55,82.3,265,Very Unhealthy,-0.5002184306991435
2024-06-16,Beijing,25.7,65,117,86.1,33.6,3.26,27,320,Hazardous,0.9348855693231974
2024-06-17,Beijing,159.2,184.2,74.5,199.4,41.3,0.68,35.4,352,Hazardous,1.8014933049988189
2024-06-18,Beijing,235,315.4,13.8,94.1,23.9,0.77,161.4,319,Hazardous,-3.9365172582917034
2024-06-19,Beijing,31.1,363.6,116.8,11.9,85.1,4.16,164.7,206,Very Unhealthy,-0.20709869973162998
2024-06-20,Beijing,243.5,182.1,132.2,14.8,34.5,1.09,153.2,303,Hazardous,-4.507143361039908
2024-06-21,Beijing,16.2,327.6,90.5,67.7,36.8,0.73,103.4,58,Moderate,-2.934945818645415
2024-06-22,Beijing,184.1,198,93.4,33.6,69.9,1.82,55,118,Unhealthy,0.6241976668735423
2024-06-23,Beijing,118.9,277.9,66,31.8,57.3,0.9,146.8,179,Unhealthy,-1.291233550874829
